epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,learning_rate,seconds
1,0.25338430424555514,0.9101732616310286,0.17184251774049542,0.9444444179534912,0.9444779307477258,7.09215743158302e-06,402.026690363884
2,0.13461049244766474,0.9564161347230626,0.1458963682951286,0.9527986645698547,0.9527923826135861,3.54607871579151e-06,402.3679026402533
3,0.09715961548838878,0.9699753700878666,0.1632269458190142,0.9532163739204407,0.9531637334566974,0.0,398.3023693226278
