epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,learning_rate,seconds
1,0.33890444639204825,0.8854069901224678,0.17029522434063724,0.9482038617134094,0.9482712214160242,7.092095721537346e-06,350.64208702743053
2,0.15399772405715317,0.9501436034669372,0.14813735629233502,0.9544695019721985,0.9545143144670484,3.546047860768673e-06,350.9559960588813
3,0.11128797212570637,0.9642908886370029,0.15088026671854773,0.9573934674263,0.9574151020226056,0.0,350.1264736056328
