epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,valid_macro_f1,seconds
1,0.8196715471595387,0.6731027886540933,0.31132542867962404,0.9047857522964478,0.9049709596207518,7.130763560533524
2,0.3469079157193521,0.9448620617509041,0.2639473094001685,0.9205712676048279,0.9204852468413458,6.558156527578831
3,0.29174078780441,0.9668903368502855,0.2609096451925473,0.9196943044662476,0.9195004154012231,6.738580081611872
4,0.2589566781526758,0.9799145171414054,0.2691801217520216,0.9176062941551208,0.9175300474952137,6.579708941280842
5,0.23977901952092173,0.987760408883044,0.2647571648886197,0.9215317964553833,0.9215891683036093,6.752720944583416
6,0.22664544764938124,0.9933347281585319,0.2792208251447434,0.9200283885002136,0.9198845265976454,6.785178158432245
7,0.21990877542896714,0.9958080521266103,0.28114739260652216,0.9206965565681458,0.9206227905620664,7.08350694924593
8,0.2172673800777298,0.9969064769704397,0.2822634534938168,0.920195460319519,0.9200856374486417,6.875721048563719
