1	this movie is good and warm
1	i love this excellent film
1	the story is pleasant and fun
1	what a nice and enjoyable movie
1	this film made me happy
1	the actors did a great job
0	this movie is bad and boring
0	i dislike this terrible film
0	the story is dull and slow
0	what an awful and disappointing movie
0	this film made me unhappy
0	the actors did a poor job
